iter	Passed	Remaining
323	2506	5229
324	2514	5223
325	2521	5213
326	2530	5207
327	2538	5200
328	2546	5193
329	2552	5183
330	2560	5176
331	2567	5166
332	2574	5156
333	2583	5151
334	2589	5141
335	2597	5133
336	2604	5123
337	2612	5117
338	2619	5107
339	2627	5100
340	2633	5090
341	2642	5083
342	2648	5073
343	2655	5064
344	2663	5056
345	2669	5046
346	2678	5040
347	2685	5030
348	2692	5023
349	2700	5015
350	2708	5007
351	2715	4998
352	2721	4988
353	2728	4978
354	2734	4969
355	2743	4962
356	2749	4952
357	2757	4945
358	2764	4936
359	2773	4931
360	2780	4921
361	2788	4914
362	2796	4906
363	2804	4899
364	2810	4889
365	2816	4878
366	2824	4871
367	2831	4862
368	2839	4855
369	2846	4846
370	2854	4839
371	2861	4830
372	2869	4823
373	2876	4814
374	2883	4805
375	2892	4799
376	2899	4790
377	2907	4783
378	2913	4774
379	2921	4767
380	2928	4758
381	2936	4751
382	2943	4742
383	2951	4735
384	2958	4725
385	2964	4716
386	2972	4709
387	2979	4700
388	2988	4693
389	2994	4684
390	3003	4677
391	3010	4669
392	3018	4662
393	3025	4653
394	3033	4645
395	3039	4636
396	3046	4627
397	3054	4620
398	3061	4611
399	3069	4604
400	3076	4595
401	3084	4588
402	3091	4579
403	3099	4571
404	3106	4564
405	3115	4557
406	3121	4548
407	3128	4538
408	3136	4532
409	3143	4522
410	3151	4515
411	3157	4506
412	3165	4499
413	3172	4490
414	3180	4483
415	3187	4474
416	3195	4467
417	3202	4459
418	3209	4449
419	3217	4443
420	3224	4434
421	3232	4427
422	3239	4418
423	3247	4411
424	3254	4402
425	3262	4395
426	3268	4386
427	3275	4377
428	3281	4368
429	3288	4358
430	3296	4351
431	3302	4342
432	3311	4335
433	3318	4327
434	3326	4320
435	3332	4311
436	3340	4304
437	3347	4294
438	3354	4286
439	3362	4279
440	3368	4269
441	3376	4262
442	3383	4253
443	3391	4246
444	3398	4238
445	3406	4231
446	3412	4222
447	3419	4213
448	3427	4206
449	3434	4198
450	3442	4191
451	3449	4182
452	3457	4175
453	3463	4165
454	3472	4158
455	3478	4150
456	3485	4141
457	3493	4134
458	3500	4125
459	3508	4119
460	3515	4110
461	3524	4104
462	3531	4095
463	3539	4089
464	3546	4079
465	3554	4072
466	3560	4064
467	3567	4055
468	3575	4048
469	3582	4039
470	3590	4032
471	3596	4023
472	3605	4017
473	3612	4008
474	3620	4001
475	3626	3992
476	3633	3983
477	3642	3977
478	3648	3968
479	3656	3961
480	3663	3952
481	3671	3946
482	3678	3937
483	3686	3930
484	3693	3921
485	3701	3915
486	3708	3906
487	3714	3897
488	3723	3890
489	3729	3881
490	3738	3875
491	3745	3867
492	3754	3860
493	3760	3852
494	3768	3844
495	3775	3836
496	3783	3828
497	3790	3820
498	3797	3813
499	3804	3804
500	3811	3796
501	3819	3788
502	3826	3780
503	3834	3773
504	3841	3765
505	3849	3758
506	3856	3749
507	3864	3742
508	3871	3734
509	3877	3725
510	3886	3718
511	3893	3710
512	3901	3703
513	3907	3694
514	3915	3687
515	3922	3678
516	3930	3671
517	3937	3663
518	3945	3656
519	3952	3648
520	3960	3641
521	3967	3633
522	3974	3625
523	3982	3618
524	3989	3609
525	3997	3602
526	4004	3593
527	4012	3586
528	4018	3578
529	4026	3570
530	4033	3562
531	4040	3554
532	4048	3547
533	4055	3539
534	4064	3532
535	4070	3524
536	4079	3517
537	4085	3508
538	4094	3501
539	4101	3493
540	4109	3486
541	4115	3477
542	4122	3469
543	4130	3462
544	4136	3453
545	4144	3446
546	4151	3438
547	4159	3430
548	4167	3423
549	4175	3416
550	4181	3407
551	4189	3400
552	4196	3391
553	4202	3383
554	4210	3376
555	4217	3367
556	4225	3360
557	4231	3351
558	4239	3344
559	4246	3336
560	4254	3329
561	4262	3322
562	4269	3313
563	4277	3306
564	4283	3298
565	4292	3291
566	4298	3282
567	4306	3275
568	4313	3267
569	4321	3259
570	4327	3251
571	4334	3243
572	4342	3236
573	4349	3227
574	4357	3220
575	4363	3212
576	4372	3205
577	4379	3197
578	4387	3190
579	4394	3182
580	4402	3175
581	4409	3166
582	4415	3158
583	4423	3151
584	4430	3143
585	4438	3136
586	4445	3127
587	4454	3120
588	4460	3112
589	4468	3105
590	4476	3097
591	4484	3090
592	4490	3082
593	4497	3073
594	4505	3066
595	4512	3058
596	4520	3051
597	4526	3043
598	4534	3035
599	4541	3027
600	4549	3020
601	4556	3012
602	4562	3003
603	4570	2996
604	4577	2988
605	4585	2981
606	4593	2973
607	4601	2966
608	4607	2958
609	4615	2950
610	4622	2942
611	4628	2934
612	4636	2927
613	4643	2919
614	4651	2911
615	4657	2903
616	4665	2896
617	4672	2888
618	4680	2880
619	4688	2873
620	4696	2866
621	4703	2858
622	4710	2850
623	4719	2843
624	4726	2835
625	4734	2828
626	4740	2820
627	4748	2812
628	4755	2804
629	4763	2797
630	4770	2789
631	4779	2782
632	4786	2775
633	4794	2767
634	4802	2760
635	4812	2754
636	4821	2747
637	4830	2740
638	4839	2733
639	4850	2728
640	4857	2720
641	4868	2714
642	4877	2708
643	4886	2701
644	4895	2694
645	4903	2687
646	4914	2681
647	4921	2673
648	4929	2666
649	4936	2658
650	4945	2651
651	4952	2643
652	4960	2636
653	4968	2628
654	4978	2622
655	4985	2614
656	4994	2607
657	5002	2600
658	5013	2594
659	5020	2586
660	5030	2580
661	5040	2573
662	5049	2566
663	5058	2559
664	5066	2552
665	5074	2545
666	5084	2538
667	5094	2531
668	5101	2524
669	5112	2517
670	5121	2511
671	5130	2504
672	5139	2497
673	5148	2490
674	5159	2483
675	5166	2476
676	5176	2469
677	5184	2462
678	5194	2455
679	5202	2448
680	5210	2440
681	5220	2434
682	5228	2426
683	5237	2419
684	5245	2412
685	5254	2405
686	5262	2397
687	5271	2390
688	5278	2382
689	5286	2375
690	5294	2367
691	5303	2360
692	5311	2352
693	5319	2345
694	5327	2337
695	5336	2330
696	5343	2322
697	5352	2315
698	5359	2307
699	5367	2300
700	5374	2292
701	5383	2285
702	5390	2277
703	5398	2269
704	5406	2262
705	5414	2254
706	5421	2246
707	5428	2238
708	5435	2230
709	5442	2222
710	5451	2215
711	5458	2208
712	5467	2200
713	5473	2192
714	5482	2185
715	5489	2177
716	5497	2170
717	5505	2162
718	5514	2155
719	5522	2147
720	5532	2140
721	5539	2133
722	5549	2126
723	5557	2118
724	5564	2110
725	5571	2102
726	5579	2095
727	5586	2087
728	5594	2079
729	5601	2071
730	5610	2064
731	5617	2056
732	5626	2049
733	5632	2041
734	5641	2033
735	5648	2025
736	5656	2018
737	5663	2010
738	5670	2002
739	5678	1995
740	5685	1987
741	5693	1979
742	5700	1971
743	5709	1964
744	5716	1956
745	5725	1949
746	5766	1953
747	5798	1953
748	5833	1954
749	5853	1951
750	5863	1944
751	5873	1936
752	5880	1928
753	5888	1921
754	5895	1912
755	5903	1905
756	5910	1897
757	5918	1889
758	5926	1881
759	5932	1873
760	5940	1865
761	5947	1857
762	5955	1849
763	5961	1841
764	5969	1833
765	5976	1825
766	5984	1818
767	5991	1809
768	5998	1801
769	6004	1793
770	6011	1785
771	6019	1777
772	6026	1769
773	6034	1761
774	6041	1753
775	6049	1746
776	6056	1738
777	6064	1730
778	6070	1722
779	6077	1714
780	6085	1706
781	6134	1710
782	6150	1704
783	6163	1697
784	6171	1690
785	6180	1682
786	6186	1674
787	6193	1666
788	6201	1658
789	6208	1650
790	6215	1642
791	6222	1634
792	6230	1626
793	6237	1618
794	6245	1610
795	6252	1602
796	6260	1594
797	6266	1586
798	6273	1578
799	6281	1570
800	6288	1562
801	6296	1554
802	6303	1546
803	6311	1538
804	6318	1530
805	6326	1522
806	6332	1514
807	6339	1506
808	6348	1498
809	6354	1490
810	6363	1482
811	6369	1474
812	6378	1467
813	6384	1458
814	6393	1451
815	6400	1443
816	6408	1435
817	6415	1427
818	6421	1419
819	6429	1411
820	6436	1403
821	6445	1395
822	6452	1387
823	6460	1379
824	6466	1371
825	6474	1363
826	6481	1355
827	6489	1347
828	6495	1339
829	6502	1331
830	6510	1323
831	6516	1315
832	6525	1308
833	6531	1300
834	6540	1292
835	6546	1284
836	6554	1276
837	6562	1268
838	6568	1260
839	6576	1252
840	6582	1244
841	6591	1236
842	6597	1228
843	6606	1221
844	6612	1213
845	6621	1205
846	6627	1197
847	6634	1189
848	6642	1181
849	6649	1173
850	6658	1165
851	6664	1157
852	6672	1149
853	6679	1141
854	6689	1134
855	6695	1126
856	6703	1118
857	6710	1110
858	6718	1102
859	6724	1094
860	6731	1086
861	6739	1079
862	6746	1071
863	6755	1063
864	6762	1055
865	6770	1047
866	6776	1039
867	6784	1031
868	6791	1023
869	6797	1015
870	6805	1007
871	6812	999
872	6820	992
873	6827	984
874	6836	976
875	6842	968
876	6851	960
877	6858	953
878	6867	945
879	6874	937
880	6882	929
881	6889	921
882	6895	913
883	6902	905
884	6909	897
885	6918	890
886	6924	882
887	6932	874
888	6939	866
889	6947	858
890	6954	850
891	6962	842
892	6970	835
893	6977	827
894	6984	819
895	6991	811
896	6999	803
897	7005	795
898	7014	788
899	7020	780
900	7028	772
901	7035	764
902	7043	756
903	7050	748
904	7057	740
905	7065	733
906	7072	725
907	7080	717
908	7086	709
909	7094	701
910	7101	693
911	7109	686
912	7116	678
913	7124	670
914	7131	662
915	7138	654
916	7146	646
917	7152	638
918	7161	631
919	7168	623
920	7177	615
921	7184	607
922	7192	600
923	7199	592
924	7207	584
925	7213	576
926	7221	568
927	7228	560
928	7234	552
929	7243	545
930	7249	537
931	7258	529
932	7264	521
933	7272	513
934	7279	506
935	7287	498
936	7294	490
937	7301	482
938	7309	474
939	7315	466
940	7324	459
941	7330	451
942	7338	443
943	7345	435
944	7353	427
945	7359	420
946	7366	412
947	7375	404
948	7381	396
949	7389	388
950	7396	381
951	7404	373
952	7411	365
953	7421	357
954	7427	349
955	7436	342
956	7442	334
957	7450	326
958	7457	318
959	7463	310
960	7472	303
961	7478	295
962	7487	287
963	7494	279
964	7502	272
965	7509	264
966	7517	256
967	7523	248
968	7532	240
969	7538	233
970	7544	225
971	7552	217
972	7560	209
973	7568	202
974	7574	194
975	7582	186
976	7590	178
977	7598	170
978	7604	163
979	7611	155
980	7618	147
981	7625	139
982	7633	132
983	7639	124
984	7648	116
985	7655	108
986	7663	100
987	7669	93
988	7676	85
989	7685	77
990	7691	69
991	7700	62
992	7707	54
993	7716	46
994	7722	38
995	7730	31
996	7737	23
997	7745	15
998	7752	7
999	7761	0
